login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
vfarcic,vfarcic/crossplane-flux-infra,2021-07-28T23:33:23Z,4,4,,True,True,
vfarcic,vfarcic/crossplane-function-loop,2023-10-07T13:13:51Z,5,5,Go,True,True,apache-2.0
vfarcic,vfarcic/crossplane-gh,2024-06-24T19:35:43Z,0,0,Shell,True,True,
vfarcic,vfarcic/crossplane-github,2023-05-25T03:05:03Z,6,6,Shell,True,True,
vfarcic,vfarcic/crossplane-idp,2022-04-08T18:32:44Z,3,3,Go,True,True,
vfarcic,vfarcic/crossplane-keptn,2021-08-30T21:18:27Z,0,0,,True,True,
vfarcic,vfarcic/crossplane-kubernetes,2023-05-19T23:04:43Z,33,33,Just,True,True,
vfarcic,vfarcic/crossplane-kubevela-argocd-demo,2021-07-05T13:18:15Z,38,38,Shell,True,True,
spite,spite/3dwebfest-2016,2016-10-10T19:26:06Z,9,9,JavaScript,True,True,mit
spite,spite/AdventOfCode2019,2019-12-04T18:46:27Z,2,2,JavaScript,True,True,
spite,spite/adventofcode2021,2021-12-02T23:04:54Z,3,3,JavaScript,True,True,mit
spite,spite/adventofcode2023,2023-12-01T14:28:27Z,2,2,JavaScript,True,True,
spite,spite/ae-to-json-to-timeline-to-camera,2016-09-04T19:46:35Z,0,0,JavaScript,True,True,
spite,spite/android-lens-blur-depth-extractor,2014-04-17T18:53:47Z,292,292,JavaScript,True,True,mit
spite,spite/audio-cover,2021-04-07T21:41:42Z,4,4,JavaScript,True,True,mit
spite,spite/AugmentedCompileShader.js,2015-02-22T17:43:47Z,24,24,JavaScript,True,True,mit
spite,spite/barcelonajs.org,2013-02-18T10:50:12Z,0,0,JavaScript,True,True,
spite,spite/baubles,2020-12-09T18:16:27Z,24,24,JavaScript,True,True,mit
spite,spite/BlockyEarth,2022-03-06T01:47:44Z,7,7,JavaScript,True,True,
spite,spite/bumpy-metaballs,2022-03-28T23:16:13Z,6,6,JavaScript,True,True,mit
spite,spite/canvas-capture,2017-03-08T20:38:32Z,3,3,JavaScript,True,True,
spite,spite/ccapture.js,2012-09-03T11:00:40Z,3601,3601,JavaScript,True,True,mit
spite,spite/chrome-sketchtab,2016-01-12T17:05:12Z,21,21,JavaScript,True,True,mit
spite,spite/clickbait-stopper,2016-08-20T17:11:55Z,1,1,JavaScript,True,True,
spite,spite/codevember-2016,2016-11-12T00:36:04Z,91,91,JavaScript,True,True,other
spite,spite/codevember-2017,2017-11-01T20:04:37Z,139,139,JavaScript,True,True,
spite,spite/codevember-2021,2021-11-01T23:05:30Z,212,212,JavaScript,True,True,other
spite,spite/codevember-2022,2022-11-03T01:07:31Z,83,83,JavaScript,True,True,mit
spite,spite/ConcatSoundLoader,2013-09-18T09:54:22Z,35,35,HTML,True,True,
spite,spite/coverage-ext,2016-09-16T17:02:42Z,0,0,JavaScript,True,True,
spite,spite/crash-devtools,2017-02-17T01:28:24Z,0,0,JavaScript,True,True,
spite,spite/cross-hatching,2016-12-07T01:20:34Z,110,110,HTML,True,True,
spite,spite/cruciform,2015-02-09T10:16:09Z,88,88,JavaScript,True,True,mit
spite,spite/css-filters-devtools-extension,2015-12-15T02:00:03Z,21,21,JavaScript,True,True,mit
spite,spite/css-triggers,2016-09-23T17:49:59Z,0,0,JavaScript,True,True,apache-2.0
spite,spite/CSS3DClouds,2012-04-20T23:44:00Z,131,131,HTML,True,True,mit
spite,spite/dancer.js,2013-02-01T23:07:04Z,3,3,JavaScript,True,True,mit
spite,spite/DefinitelyTyped,2018-02-07T11:51:36Z,1,1,TypeScript,True,True,other
spite,spite/depth-player,2014-06-05T22:05:51Z,68,68,JavaScript,True,True,
spite,spite/devtools-frontend,2017-07-13T15:48:52Z,0,0,JavaScript,True,True,bsd-3-clause
spite,spite/dual-boids,2021-04-04T18:05:13Z,11,11,JavaScript,True,True,mit
spite,spite/esml,2021-09-04T23:22:01Z,1,1,JavaScript,True,True,mit
spite,spite/explore-with-me,2017-12-19T17:08:02Z,12,12,HTML,True,True,
spite,spite/FaceMeshFaceGeometry,2020-05-16T15:24:26Z,404,404,JavaScript,True,True,mit
spite,spite/floating-shiny-knot,2016-02-19T17:31:42Z,2,2,JavaScript,True,True,mit
spite,spite/FloatingShinyKnot,2022-02-15T12:58:56Z,27,27,JavaScript,True,True,
spite,spite/fuck-2020,2020-12-20T11:23:33Z,154,154,JavaScript,True,True,mit
spite,spite/FullStackFest-2015,2015-09-05T01:41:05Z,5,5,JavaScript,True,True,mit
spite,spite/futurejs-2014,2014-05-03T18:43:18Z,22,22,HTML,True,True,
spite,spite/genuary-2022,2022-01-06T16:23:09Z,126,126,JavaScript,True,True,
spite,spite/genuary-2023,2023-01-05T23:27:55Z,12,12,JavaScript,True,True,mit
spite,spite/get-into,2021-04-27T13:04:46Z,2,2,JavaScript,True,True,mit
spite,spite/getting-started-threejs,2013-03-08T19:07:56Z,5,5,JavaScript,True,True,
spite,spite/GLStateCache.js,2014-09-10T22:47:12Z,17,17,JavaScript,True,True,
spite,spite/glycol,2016-02-08T14:51:05Z,0,0,,True,True,
spite,spite/google-images-view-image-button,2018-02-26T23:21:36Z,5,5,JavaScript,True,True,mit
spite,spite/graphicalweb-2016,2016-10-11T20:52:50Z,6,6,JavaScript,True,True,
spite,spite/GSVPano.js,2012-04-20T00:30:16Z,138,138,JavaScript,True,True,
spite,spite/halloween-2016,2016-10-25T14:11:52Z,10,10,JavaScript,True,True,mit
spite,spite/halloween-2022,2022-10-27T23:28:38Z,10,10,JavaScript,True,True,
spite,spite/HexViewerExtension,2016-08-22T16:55:47Z,3,3,JavaScript,True,True,mit
spite,spite/image-imagebitmap,2017-06-12T22:51:55Z,1,1,JavaScript,True,True,
spite,spite/infinite-gift,2018-12-10T02:44:08Z,28,28,JavaScript,True,True,
spite,spite/jank-frame,2017-07-26T16:20:36Z,1,1,JavaScript,True,True,
spite,spite/jpm,2014-08-11T20:50:16Z,1,1,JavaScript,True,True,mpl-2.0
spite,spite/lines-on-sphere,2021-04-11T21:28:11Z,14,14,JavaScript,True,True,mit
spite,spite/linkognito,2017-01-13T23:06:13Z,5,5,JavaScript,True,True,
spite,spite/list-issues,2016-04-12T15:29:16Z,5,5,JavaScript,True,True,mit
spite,spite/looper,2018-03-07T00:01:14Z,955,955,JavaScript,True,True,mit
spite,spite/Maf.js,2015-10-16T20:30:53Z,81,81,JavaScript,True,True,mit
spite,spite/makio-torus,2021-04-17T00:13:04Z,26,26,JavaScript,True,True,mit
spite,spite/memory-stats.js,2015-02-20T00:54:38Z,23,23,JavaScript,True,True,
spite,spite/mira-lab-2013,2013-11-14T23:31:01Z,15,15,,True,True,
spite,spite/neuquant-js,2021-03-12T08:33:51Z,0,0,,True,False,mit
spite,spite/node-browserify,2015-11-03T10:23:38Z,0,0,JavaScript,True,True,other
spite,spite/nonocache-sw.js,2020-09-11T20:47:48Z,2,2,JavaScript,True,True,mit
spite,spite/npr-shading,2016-12-09T19:00:58Z,28,28,JavaScript,True,True,
spite,spite/offthread-image,2017-01-25T00:19:12Z,1,1,JavaScript,True,True,apache-2.0
spite,spite/PanomNom.js,2014-10-29T23:17:22Z,90,90,JavaScript,True,True,mit
spite,spite/PerfMeter,2016-08-31T10:40:24Z,22,22,JavaScript,True,True,
spite,spite/perlin-experiments,2017-03-07T03:14:18Z,34,34,HTML,True,True,mit
spite,spite/polygon-shredder,2016-02-02T21:31:47Z,845,845,JavaScript,True,True,mit
spite,spite/powermate-input,2015-01-20T00:17:40Z,3,3,JavaScript,True,True,mit
spite,spite/relooper,2021-04-24T17:25:01Z,9,9,JavaScript,True,True,mit
spite,spite/resonate-2015,2015-04-15T16:42:11Z,18,18,JavaScript,True,True,mit
spite,spite/rstats,2014-01-09T14:12:35Z,245,245,JavaScript,True,True,mit
spite,spite/rstats-extension,2016-03-29T19:47:12Z,1,1,JavaScript,True,True,mit
spite,spite/scotlandjs-2014,2014-05-28T21:55:42Z,16,16,JavaScript,True,True,
spite,spite/scotlandjs-2015,2015-05-10T17:50:01Z,4,4,HTML,True,True,mit
spite,spite/sdf-physics,2020-11-08T16:03:48Z,40,40,JavaScript,True,True,mit
spite,spite/service-worker-require,2016-01-08T11:02:48Z,3,3,HTML,True,True,mit
spite,spite/serviceworker-svg,2015-11-12T01:33:41Z,27,27,HTML,True,True,mit
spite,spite/ShaderEditor,2015-03-27T14:59:18Z,60,60,JavaScript,True,True,mit
spite,spite/ShaderEditorExtension,2015-04-06T23:04:50Z,619,619,JavaScript,True,True,mit
spite,spite/shadow-mapping,2014-10-07T17:26:24Z,17,17,JavaScript,True,True,
spite,spite/shield-vfx,2020-09-23T17:48:00Z,10,10,JavaScript,True,True,mit
spite,spite/sketch,2020-10-01T20:28:44Z,254,254,JavaScript,True,True,mit
spite,spite/snipsnap,2014-03-20T22:29:05Z,16,16,CSS,True,True,mit
spite,spite/SolariDisplay,2012-11-15T02:40:47Z,59,59,JavaScript,True,True,mit
spite,spite/solskogen-2020,2020-07-07T13:18:14Z,20,20,JavaScript,True,True,
spite,spite/soundcloud-pi,2014-05-04T23:58:12Z,2,2,PHP,True,True,
spite,spite/speech-jammer,2019-02-15T18:08:52Z,7,7,JavaScript,True,True,
spite,spite/spherical-environment-mapping,2014-04-16T16:34:27Z,81,81,JavaScript,True,True,mit
spite,spite/spite.github.io,2014-01-09T12:37:35Z,1,1,JavaScript,True,True,
spite,spite/squoosh,2021-02-02T15:36:34Z,1,1,,True,True,apache-2.0
spite,spite/Storyline.js,2015-02-18T00:05:16Z,75,75,JavaScript,True,True,mit
spite,spite/svgomg,2015-02-10T10:54:05Z,0,0,JavaScript,True,True,mit
spite,spite/tests,2023-06-16T10:38:07Z,0,0,HTML,True,True,
LeCoupa,LeCoupa/awesome-bootstrappers,2018-02-14T17:27:50Z,238,238,Shell,True,True,mit
LeCoupa,LeCoupa/awesome-cheatsheets,2017-11-09T02:47:15Z,40161,40161,JavaScript,True,True,mit
LeCoupa,LeCoupa/awesome-shopify,2019-09-17T15:29:55Z,108,108,Shell,True,True,mit
LeCoupa,LeCoupa/docs.adonisjs.com,2022-12-27T14:35:21Z,0,0,TypeScript,True,True,
LeCoupa,LeCoupa/japa.dev,2022-12-30T19:14:25Z,0,0,TypeScript,True,True,
LeCoupa,LeCoupa/LeCoupa,2020-08-26T17:59:10Z,9,9,,True,True,
LeCoupa,LeCoupa/nuxt-edgedb,2023-11-23T14:45:53Z,0,0,,True,True,
LeCoupa,LeCoupa/nuxt-seo-kit,2023-09-09T14:36:49Z,0,0,,True,False,
LeCoupa,LeCoupa/recaptcha-module,2022-09-06T09:30:06Z,1,1,,True,False,mit
LeCoupa,LeCoupa/vscode-commit-prompt,2024-01-09T12:49:26Z,2,2,,True,True,mit
LeCoupa,LeCoupa/vuedarkmode,2018-09-23T21:35:51Z,1092,1092,Vue,True,True,mit
LeCoupa,LeCoupa/vueflags,2019-12-07T15:02:15Z,119,119,TypeScript,True,True,mit
LeCoupa,LeCoupa/vuesocial,2019-11-22T18:35:18Z,56,56,SCSS,True,True,mit
LeCoupa,LeCoupa/vuetimeline,2019-11-06T16:55:45Z,349,349,SCSS,True,True,mit
LeCoupa,LeCoupa/vueuse,2023-06-16T19:56:27Z,1,1,,True,False,mit
peduarte,peduarte/247handyman,2016-06-23T19:49:50Z,2,2,SCSS,True,True,
peduarte,peduarte/alephjs.org,2020-11-06T14:32:01Z,1,1,,True,False,mit
peduarte,peduarte/atom,2020-09-21T13:54:45Z,1,1,,True,False,mit
peduarte,peduarte/ava,2018-01-24T15:13:42Z,0,0,JavaScript,True,False,mit
peduarte,peduarte/awesome-developer-experience,2021-07-22T19:11:05Z,15,15,,True,False,
peduarte,peduarte/babel,2016-11-10T15:01:12Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/better-code-blocks,2021-05-24T15:20:18Z,5,5,JavaScript,True,True,
peduarte,peduarte/bornholdtattoo.com,2018-11-15T16:07:04Z,0,0,HTML,True,True,
peduarte,peduarte/byrd,2020-09-18T09:31:44Z,12,12,TypeScript,True,True,
peduarte,peduarte/bytesize-icons,2017-09-25T15:24:33Z,0,0,,True,True,mit
peduarte,peduarte/calendso,2021-07-22T09:26:33Z,4,4,TypeScript,True,False,mit
peduarte,peduarte/cards,2020-04-24T12:35:14Z,9,9,JavaScript,True,True,mit
peduarte,peduarte/components,2018-11-05T13:58:18Z,0,0,JavaScript,True,False,mit
peduarte,peduarte/css-in-js,2021-05-27T09:43:40Z,2,2,,True,True,
peduarte,peduarte/DefinitelyTyped,2019-06-20T15:07:14Z,0,0,TypeScript,True,True,other
peduarte,peduarte/demo-colors-postcss,2021-05-18T12:53:00Z,1,1,,True,True,
peduarte,peduarte/discord-open-source,2021-02-09T08:11:43Z,1,1,,True,True,
peduarte,peduarte/dona-rita,2016-10-15T10:58:02Z,0,0,,True,True,
peduarte,peduarte/dona-rita-website,2018-01-07T18:53:27Z,89,89,JavaScript,True,True,
peduarte,peduarte/dotfiles,2017-01-31T09:55:07Z,4,4,Shell,True,True,
peduarte,peduarte/extensions,2021-11-08T16:47:30Z,1,1,TypeScript,True,False,mit
peduarte,peduarte/extras,2019-05-11T20:46:02Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/flow,2017-01-19T11:48:26Z,0,0,OCaml,True,True,other
peduarte,peduarte/gatsby,2018-01-10T16:41:46Z,0,0,JavaScript,True,False,mit
peduarte,peduarte/gatsby-mdx-conflict-repro,2019-08-27T11:36:19Z,0,0,JavaScript,True,True,
peduarte,peduarte/gatsby-starter-netlify-cms,2018-01-24T09:26:16Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/gatsby-with-stitches-demo,2020-09-30T17:55:42Z,5,5,TypeScript,True,True,0bsd
peduarte,peduarte/google-form-scraper,2015-07-26T22:00:29Z,1,1,JavaScript,True,True,
peduarte,peduarte/greatstatusupdate,2017-01-24T20:28:41Z,0,0,HTML,True,True,
peduarte,peduarte/icons,2020-09-21T13:49:01Z,1,1,,True,False,isc
peduarte,peduarte/interop-stitches,2020-07-07T15:23:27Z,2,2,TypeScript,True,True,
peduarte,peduarte/jest,2016-11-10T14:34:47Z,0,0,JavaScript,True,True,other
peduarte,peduarte/jxnblk.github.io,2018-10-31T18:26:18Z,0,0,HTML,True,True,
peduarte,peduarte/london-housing,2015-08-07T16:05:17Z,2,2,JavaScript,True,True,
peduarte,peduarte/mdhtmljson,2015-08-17T18:11:03Z,7,7,JavaScript,True,True,
peduarte,peduarte/mdx,2018-11-06T15:27:54Z,1,1,JavaScript,True,True,mit
peduarte,peduarte/mdx-bundler,2021-04-23T11:43:53Z,2,2,,True,True,mit
peduarte,peduarte/mdx-go,2018-11-06T15:42:05Z,0,0,JavaScript,True,False,mit
peduarte,peduarte/microjs.com,2015-10-26T16:56:45Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/mobile-first-sass,2013-04-19T14:19:23Z,19,19,Shell,True,True,
peduarte,peduarte/netflix-categories,2017-01-23T10:53:43Z,0,0,HTML,True,True,
peduarte,peduarte/netlify-cms,2019-08-30T16:23:42Z,1,1,JavaScript,True,True,mit
peduarte,peduarte/next-mdx-remote,2020-09-03T13:12:39Z,2,2,,True,True,mpl-2.0
peduarte,peduarte/next.js,2021-03-22T17:27:43Z,1,1,JavaScript,True,False,mit
peduarte,peduarte/ninaduarte.com,2018-10-06T21:43:04Z,0,0,HTML,True,True,
peduarte,peduarte/overreacted.io,2019-01-26T15:16:10Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/peduarte,2021-07-21T09:51:25Z,1,1,,True,True,
peduarte,peduarte/peduarte.github.io,2013-04-13T10:39:25Z,0,0,HTML,True,True,
peduarte,peduarte/rainbowkit-mint-nft-demo,2022-05-17T13:15:46Z,93,93,TypeScript,True,True,
peduarte,peduarte/react-hooks-preso,2019-08-14T16:29:17Z,1,1,JavaScript,True,True,
peduarte,peduarte/react-toolbox,2016-11-10T15:04:35Z,0,0,JavaScript,True,True,mit
peduarte,peduarte/reactjs.org,2018-02-09T15:53:40Z,0,0,JavaScript,True,True,cc-by-4.0
peduarte,peduarte/reakit,2019-05-14T16:45:06Z,0,0,TypeScript,True,False,mit
peduarte,peduarte/rga-learn-coding-workshops,2013-05-15T21:54:27Z,0,0,CSS,True,True,
peduarte,peduarte/rtl-with-sass,2013-04-23T13:09:40Z,1,1,,True,True,
peduarte,peduarte/stargazer,2021-09-15T12:53:11Z,1,1,,True,False,
peduarte,peduarte/stitches,2020-09-02T08:50:24Z,3,3,,True,True,mit
peduarte,peduarte/stockaverager,2017-02-07T17:07:46Z,0,0,HTML,True,True,
peduarte,peduarte/styled-system,2019-06-04T12:26:05Z,0,0,JavaScript,True,False,mit
peduarte,peduarte/tab-size-on-github,2017-01-26T13:45:57Z,0,0,CSS,True,False,mit
peduarte,peduarte/thegoodnewsclub,2020-11-24T10:28:29Z,1,1,HTML,True,True,
peduarte,peduarte/theme-ui,2020-04-24T07:53:22Z,1,1,,True,False,mit
peduarte,peduarte/trump-countdown,2016-11-09T10:45:01Z,2,2,HTML,True,True,
peduarte,peduarte/ui-snippets,2021-06-21T12:02:30Z,4,4,,True,True,
peduarte,peduarte/use-delayed-render,2022-11-24T16:28:37Z,3,3,,True,False,
peduarte,peduarte/vscode-material-icon-theme,2020-09-21T13:42:43Z,1,1,,True,False,mit
peduarte,peduarte/wagmi,2022-01-04T21:21:13Z,1,1,,True,False,mit
peduarte,peduarte/wallop,2013-10-17T20:06:15Z,1100,1100,CSS,True,True,
peduarte,peduarte/wallop-site,2015-01-06T09:44:26Z,27,27,CSS,True,True,
peduarte,peduarte/wallop-slider,2015-01-19T12:39:18Z,1,1,,True,True,
peduarte,peduarte/wing,2017-06-13T10:11:29Z,0,0,CSS,True,True,mit
peduarte,peduarte/yarn,2016-10-12T09:11:01Z,0,0,JavaScript,True,False,other
jk4freedom,jk4freedom/chiasmodon,2024-04-15T19:12:03Z,17,17,,True,True,mit
jk4freedom,jk4freedom/ForenseTech-Challenges,2024-04-02T10:11:44Z,23,23,,True,True,mit
jk4freedom,jk4freedom/jk4freedom,2024-03-27T15:24:44Z,16,16,,True,True,
jk4freedom,jk4freedom/StarMyRepo,2024-03-30T09:30:35Z,10,10,,True,True,apache-2.0
facontidavide,facontidavide/A-LOAM,2019-09-13T15:36:35Z,0,0,C++,True,True,other
facontidavide,facontidavide/a-star,2018-07-26T11:02:00Z,1,1,C++,True,True,mit
facontidavide,facontidavide/any-lite,2018-07-05T09:32:30Z,0,0,C++,True,True,bsl-1.0
facontidavide,facontidavide/appimage.github.io,2019-10-04T07:41:19Z,0,0,,True,True,other
facontidavide,facontidavide/AsyncSignals,2016-08-21T16:58:56Z,2,2,C++,True,True,gpl-3.0
facontidavide,facontidavide/Barcelona-Cpp-Meetups,2017-09-27T13:35:19Z,1,1,,True,True,
facontidavide,facontidavide/BehaviorTree.CPP,2022-04-05T11:25:26Z,1,1,,True,False,mit
facontidavide,facontidavide/BehaviorTree.ROS,2022-06-30T13:04:13Z,0,0,,True,True,mit
facontidavide,facontidavide/belkirk-jekyll-demo,2018-11-22T12:22:57Z,0,0,HTML,True,True,
facontidavide,facontidavide/Blackboard,2018-04-26T14:12:21Z,1,1,C++,True,True,
facontidavide,facontidavide/Bonxai,2021-10-12T12:43:36Z,657,657,C++,False,False,mpl-2.0
facontidavide,facontidavide/BOR_laser_test,2019-07-31T10:44:09Z,1,1,,True,True,
facontidavide,facontidavide/btcpp_sample_project,2022-11-19T20:37:32Z,1,1,,True,True,
facontidavide,facontidavide/bt_ros_example,2022-03-14T11:14:21Z,1,1,C++,True,True,
facontidavide,facontidavide/CanMove,2017-10-28T18:17:08Z,5,5,C++,True,True,agpl-3.0
facontidavide,facontidavide/cartographer,2019-10-10T13:12:59Z,0,0,,True,False,apache-2.0
facontidavide,facontidavide/conan-behaviortreecpp,2023-03-30T15:51:10Z,1,1,Python,True,True,
facontidavide,facontidavide/coroutine,2018-07-31T13:34:26Z,0,0,C++,True,True,apache-2.0
facontidavide,facontidavide/cost_map,2019-05-29T10:35:24Z,0,0,C++,True,True,bsd-2-clause
facontidavide,facontidavide/cost_map_core,2019-03-25T10:17:21Z,2,2,C++,True,True,
facontidavide,facontidavide/cpp-stateless-frontend,2017-01-02T11:19:45Z,0,0,C++,True,True,
facontidavide,facontidavide/CppStringPlayground,2016-09-13T18:03:45Z,0,0,C++,True,True,mit
facontidavide,facontidavide/CppUnits11,2017-12-15T15:41:39Z,2,2,C++,True,True,mit
facontidavide,facontidavide/CPP_Optimizations_Diary,2020-05-05T19:35:41Z,1167,1167,C++,False,False,
facontidavide,facontidavide/cpp_swiss_army_knife,2016-05-15T18:28:05Z,40,40,,True,True,mit
facontidavide,facontidavide/cpu_monitor,2019-12-09T14:18:19Z,1,1,,True,True,mit
facontidavide,facontidavide/data_tamer_msgs-release,2023-11-23T14:18:59Z,1,1,,True,True,
facontidavide,facontidavide/Devguide,2019-02-18T17:32:22Z,0,0,Shell,True,False,other
facontidavide,facontidavide/DomainModelsRepositories,2018-06-25T08:41:28Z,0,0,C++,True,True,bsd-3-clause
facontidavide,facontidavide/easy_profiler,2017-07-10T08:10:46Z,0,0,C++,True,True,
facontidavide,facontidavide/Exercise_1,2017-08-05T08:05:17Z,0,0,CMake,True,True,mit
facontidavide,facontidavide/Exercise_2,2017-08-04T14:01:15Z,0,0,C++,True,True,mit
facontidavide,facontidavide/facontidavide,2020-07-11T15:05:01Z,2,2,,True,True,
facontidavide,facontidavide/facontidavide.github.io,2017-02-17T08:45:47Z,0,0,,True,False,
facontidavide,facontidavide/fast_double_parser,2020-03-10T15:33:00Z,0,0,C++,True,True,apache-2.0
facontidavide,facontidavide/fuse,2019-10-29T12:17:04Z,0,0,,True,False,other
facontidavide,facontidavide/geodetic_utils,2018-02-02T15:36:08Z,0,0,C++,True,True,bsd-3-clause
facontidavide,facontidavide/groot2_utils,2024-04-22T13:53:28Z,6,6,C++,True,True,
facontidavide,facontidavide/iris_lama,2019-10-08T13:30:41Z,0,0,C++,True,True,bsd-3-clause
facontidavide,facontidavide/iris_lama_ros,2022-04-25T07:20:01Z,0,0,,True,True,bsd-3-clause
facontidavide,facontidavide/kacanopen-fork,2020-12-14T10:32:56Z,1,1,C++,True,True,other
facontidavide,facontidavide/LeGO-LOAM-BOR,2019-06-06T13:47:02Z,453,453,C++,False,False,bsd-3-clause
facontidavide,facontidavide/MapViz-Tile-Map-Google-Maps-Satellite,2017-10-25T08:19:32Z,0,0,,True,True,
facontidavide,facontidavide/marl,2019-09-09T11:40:52Z,0,0,C++,True,True,apache-2.0
facontidavide,facontidavide/mcap_editor,2023-10-12T10:21:06Z,66,66,C++,True,True,mit
facontidavide,facontidavide/Meanshift,2017-10-09T15:17:23Z,1,1,C++,True,True,mit
facontidavide,facontidavide/mkdocs-cms,2022-01-24T14:21:29Z,0,0,HTML,True,True,mit
facontidavide,facontidavide/MOOD2Be,2019-01-22T12:12:59Z,0,0,C++,True,True,
facontidavide,facontidavide/moveit,2017-04-24T10:01:22Z,1,1,C++,True,False,bsd-3-clause
facontidavide,facontidavide/moveit2_tutorials,2021-09-16T17:45:00Z,0,0,HTML,True,False,bsd-3-clause
facontidavide,facontidavide/moveit_visual_tools,2021-09-20T14:33:48Z,0,0,,True,True,
facontidavide,facontidavide/MyPrivateRepo,2019-01-17T09:39:27Z,0,0,CSS,False,False,other
facontidavide,facontidavide/navigation,2018-02-15T16:08:14Z,0,0,C++,True,True,
facontidavide,facontidavide/navigation2,2024-01-19T13:00:30Z,0,0,C++,True,False,other
facontidavide,facontidavide/ocs2,2022-03-11T15:18:26Z,0,0,,True,False,bsd-3-clause
facontidavide,facontidavide/ompl_planner_base,2017-01-17T10:50:57Z,2,2,C++,True,True,bsd-3-clause
facontidavide,facontidavide/orocos_kinematics_dynamics,2016-07-19T08:06:53Z,0,0,C++,True,True,
facontidavide,facontidavide/path_planner,2018-07-24T13:31:07Z,0,0,C++,True,True,bsd-3-clause
facontidavide,facontidavide/pcl,2020-01-10T11:53:08Z,0,0,C++,True,True,other
facontidavide,facontidavide/PCL_VoxelGrid_enhanced,2020-04-03T14:45:36Z,1,1,C++,True,True,
facontidavide,facontidavide/perception_pcl,2022-05-28T14:57:51Z,0,0,,True,False,
facontidavide,facontidavide/ping_pong_robot,2018-11-26T18:47:28Z,0,0,C++,True,True,
facontidavide,facontidavide/PlotJuggler,2016-03-01T21:05:42Z,4424,4424,C++,True,False,mpl-2.0
facontidavide,facontidavide/plotjuggler-release,2017-01-23T17:14:50Z,2,2,,True,True,
facontidavide,facontidavide/plotjuggler_msgs-release,2020-05-12T14:45:48Z,0,0,,True,True,
facontidavide,facontidavide/PluginLoader,2018-09-19T08:25:48Z,9,9,C++,True,True,bsd-3-clause
facontidavide,facontidavide/PointCloudProcessing,2017-02-28T17:26:51Z,32,32,C++,True,True,gpl-3.0
facontidavide,facontidavide/pointcloud_compression,2024-05-10T13:37:08Z,28,28,C++,True,False,apache-2.0
facontidavide,facontidavide/pointcloud_to_laserscan,2019-10-04T08:20:32Z,0,0,,True,True,
facontidavide,facontidavide/PQP,2016-11-15T09:35:44Z,0,0,C++,True,True,other
facontidavide,facontidavide/ProtectedValue,2024-03-09T10:47:04Z,19,19,C++,True,True,mit
facontidavide,facontidavide/px4_user_guide,2019-02-21T16:59:06Z,0,0,,True,False,other
facontidavide,facontidavide/PythonRobotics,2021-04-08T07:56:01Z,4,4,,True,True,mit
facontidavide,facontidavide/Qt-Advanced-Docking-System,2020-11-28T11:16:45Z,0,0,,True,False,lgpl-2.1
facontidavide,facontidavide/QtChaiScript,2016-02-25T16:33:57Z,1,1,C++,True,True,
facontidavide,facontidavide/qtchart-cmake,2018-06-05T16:32:55Z,0,0,C++,True,False,gpl-3.0
facontidavide,facontidavide/qtluapad,2016-02-19T08:49:45Z,0,0,C++,True,False,
facontidavide,facontidavide/QtNodeEditor,2017-03-02T17:51:48Z,27,27,C++,True,True,bsd-3-clause
facontidavide,facontidavide/QtTreeEditor,2022-03-06T15:04:07Z,1,1,,True,True,
facontidavide,facontidavide/qwt-submodule,2016-04-07T13:22:11Z,0,0,C++,True,True,other
facontidavide,facontidavide/realsense-ros,2020-03-02T10:41:52Z,0,0,,True,True,apache-2.0
facontidavide,facontidavide/robotiq,2017-06-23T09:34:43Z,0,0,C++,True,False,bsd-2-clause
